Text,Date
@prabowo @KemenkeuRI Kita mau Bukti Bukan Cuma Gertakan demi Gertakan https://t.co/XzSwAPO3VH Menteri Keuangan Purbaya Yudhi Sadewa menanggapi 28.390 laporan melalui kanal 'Lapor Pak Purbaya' berjanji memverifikasi dan memantau langsung kinerja,Fri Oct 24 17:53:38 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa memastikan bahwa penindakan terhadap mafia impor pakaian bekas akan diperberat. Selain diancam dengan pidana penjara para pelaku juga akan dikenakan denda tambahan. Menkeu beralasan negara akan rugi jika hanya memenjarakan pelaku dan https://t.co/SAhENX2PNf,Fri Oct 24 15:42:15 +0000 2025
@tvOneNews Doa Seluruh Rakyat Indonesia INSYAALLAH Kami akan beri Pak Purbaya Yudhi Sadewa Gelar Begawan Ekonom jika Perekonomian Indonesia Membaik serta dalam Lindungan ALLAH SWT Aamiin ,Fri Oct 24 15:16:12 +0000 2025
@AnKiiim_ Keduanya berkontribusi untuk rakyat dalam peran masing-masing. Dedi Mulyadi sering tampil dekat masyarakat Jawa Barat lewat bantuan langsung dan program populis yang terasa nyata di tingkat lokal. Purbaya Yudhi Sadewa sebagai Menkeu fokus efisiensi anggaran nasional mendorong,Fri Oct 24 14:27:22 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa merespons kesepakatan restrukturisasi utang Whoosh dengan pihak China. Tenor utang Whoosh ditetapkan menjadi 60 tahun dari awalnya 40 tahun. Ketika ditanya mengenai keikutsertaannya ke China dalam rangka negosiasi Purbaya mengatakan dirinya https://t.co/6iFSoFnOH8,Fri Oct 24 14:03:49 +0000 2025
Baca selengkapnya https://t.co/qAutnhOojO,Fri Oct 24 13:49:12 +0000 2025
Anggota Komisi VI DPR RI Fraksi PKB Imas Aan Ubudiyah menyatakan dukungan penuh terhadap langkah Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa yang berencana menghentikan impor pakaian bekas dengan memasukkan para pemasok ke daftar hitam. https://t.co/dXTEx8vWZ0,Fri Oct 24 13:24:04 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan bakal turun langsung memantau progres penanganan aduan masyarakat melalui pesan singkat WhatsApp 'Lapor Pak Purbaya' yang saat ini telah menembus 28.390 pesan masuk https://t.co/1ZTej8i1Cs,Fri Oct 24 13:11:03 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyebut ada oknum pegawai Direktorat Jenderal Pajak (DJP) di Semarang yang mencari-cari kesalahan pengusaha. Baca di sini: https://t.co/e2A8gYUwNH ~TA #Purbaya #Pajak https://t.co/KJ2Pk1H5Qu,Fri Oct 24 13:08:11 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengungkap sistem Coretax sempat dibobol peretas. Data hasil peretasan lalu dijual ke luar negeri. Baca di sini: https://t.co/WaFr2Pi7CP ~TA #Purbaya #Coretax https://t.co/zWArQ2RFAh,Fri Oct 24 13:05:00 +0000 2025
Masalah yang muncul dari sistem Coretex memang mengganggu perputaran pajak bagi masyarakat hal tersebut perlu dicarikan formulasi baru demi keamanan dan transparansi bersama. Kali ini Menteri Keuangan Purbaya Yudhi Sadewa memastikan perbaikan sistem Coretax tidak akan https://t.co/8SPbh4PT2N,Fri Oct 24 12:39:43 +0000 2025
Enggak Nyambung tapi Begitu Gubernur Dedi Mulyadi tidak terima dengan pernyataan Menteri Keuangan Purbaya Yudhi Sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. Bahkan pria yang kerap disapa Kang Dedi itu menantang Purbaya untuk membuktikan dana https://t.co/1DwAUMDNKv,Fri Oct 24 12:37:59 +0000 2025
https://t.co/gXHsNPZAa7 Menteri Keuangan Purbaya Yudhi Sadewa menanggapi 28.390 laporan melalui kanal 'Lapor Pak Purbaya' berjanji memverifikasi dan memantau langsung kinerja timnya.,Fri Oct 24 12:33:38 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengaku senang tidak dilibatkan dalam restrukturisasi utang Kereta Cepat Jakarta Bandung (Whoosh). Sejak awal Kementerian Keuangan memang tidak setuju jika APBN digunakan untuk membiayai utang Kereta Cepat. #PurbayaYudhiSadewa https://t.co/v8MVzKVfJo,Fri Oct 24 12:20:18 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan dirinya tak ikut campur dalam proses restrukturisasi utang proyek Kereta Cepat Jakarta-Bandung (Whoosh). Meski melibatkan Danantara dan Dewan Ekonomi Nasional Purbaya menyebut penyelesaiannya cukup dilakukan antar pihak bisnis. https://t.co/RsGIMWOCSE,Fri Oct 24 12:15:00 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan para programmer dari pihak LG yang menggarap sistem Coretax diduga merupakan lulusan sekolah menengah atas (SMA). Ini berdasarkan pemeriksaan oleh tim Menkeu terharap sejumlah permasalahan teknis Coretax.,Fri Oct 24 12:11:43 +0000 2025
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @Ndons_Back @florieliciouss @FDonghun @Dyananjani89 @tonybulumanu @Minietweets_ @Kimberley_PS08 @IrawanRommi Gas Pol Menteri Keuangan Purbaya Yudhi Sadewa @KemenkeuRI Presiden @prabowo Wakil Presiden @gibran_tweet @setkabgoid,Fri Oct 24 12:00:16 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menanggapi terkait tim Kejaksaan Agung (Kejagung) yang menyambangi Kantor Pusat Direktorat Jenderal Bea dan Cukai. Purbaya mengungkap hal tersebut adalah bagian dari kerja sama antara Kejagung dan Kemenkeu. https://t.co/F7WhrSnJFu,Fri Oct 24 12:00:01 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa berjanji menelusuri tunggakan Rp 400 miliar kepada pelaku usaha MICE. Dia akan memastikan penyelesaian yang adil. https://t.co/ZCupbd8CGO,Fri Oct 24 11:45:08 +0000 2025
Apakabar dunia tipu-2.... ( Purbaya Yudhi Sadewa - Menteri Keuangan RI) @prabowo @setkabgoid @DPR_RI cc @BemsiOfficial @_bemsi https://t.co/EqixTQBsrp,Fri Oct 24 11:40:26 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menyoroti perilaku oknum pegawai Direktorat Jenderal Pajak (DJP) yang menagih tunggakan pajak kepada wajib pajak pada pukul 05.41 pagi. Baca di sini: https://t.co/9DWT0YYOxW ~TA #Purbaya #Pajak https://t.co/EVNX23O0Vk,Fri Oct 24 11:38:49 +0000 2025
DIBAYARKAN 70% TIAP BULAN..! Menteri Keuangan Purbaya Yudhi Sadewa Mengubah Skema Pembayaran Kompensasi Energi ke PLN dan Pertamina https://t.co/RU439tisTY lewat @BERGELORA.COM,Fri Oct 24 11:31:09 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa buka suara terkait perbedaan data dana pemerintah daerah (pemda) yang mengendap di bank. Antara Kementerian Dalam Negeri (Kemendagri) dan Bank Indonesia (BI) berbeda. Terkait data tersebut Menkeu Purbaya mengaku belum memiliki https://t.co/HNHrtzaLBk,Fri Oct 24 11:24:22 +0000 2025
Bukan Mengendap tapi Belum Digunakan Gubernur Dedi Mulyadi tidak terima dengan pernyataan Menteri Keuangan Purbaya Yudhi Sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. Bahkan pria yang kerap disapa Kang Dedi itu menantang Purbaya untuk https://t.co/52nMRR1W8N,Fri Oct 24 11:23:10 +0000 2025
𝐌𝐞𝐧𝐤𝐞𝐮 𝐏𝐮𝐫𝐛𝐚𝐲𝐚 𝐀𝐧𝐠𝐤𝐚𝐭 𝐓𝐚𝐧𝐠𝐚𝐧 𝐒𝐨𝐚𝐥 𝐔𝐭𝐚𝐧𝐠 𝐖𝐡𝐨𝐨𝐬𝐡: 𝐒𝐚𝐲𝐚 𝐍𝐠𝐠𝐚𝐤 𝐈𝐤𝐮𝐭 𝐊𝐚𝐧 𝐓𝐨𝐩! Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa dirinya tidak terlibat dalam tim restrukturisasi utang proyek Kereta Cepat https://t.co/llFBaEQU3v,Fri Oct 24 11:09:49 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan bahwa 90 persen produsen perhiasan di Indonesia beroperasi secara ilegal dan tidak membayar pajak sesuai aturan. Hal ini disampaikan usai pertemuannya dengan Asosiasi Produsen Perhiasan Indonesia (APPI) di Kementerian Keuangan https://t.co/L0XbsydI0D,Fri Oct 24 11:07:43 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengungkapkan para programmer dari pihak LG yang menggarap sistem Coretax diduga merupakan lulusan sekolah menengah atas (SMA). Baca di sini: https://t.co/NCHjnEnSMI ~TA #Purbaya #Coretax #Progammer https://t.co/07u2rKQJCg,Fri Oct 24 11:00:01 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menjamin iuran BPJS Kesehatan tidak akan naik paling tidak sampai dengan pertengahan tahun 2026. Jaminan ia berikan terkait kondisi ekonomi saat ini yang masih belum begitu bagus. Ia mengatakan meski data BPS ekonomi kuartal II 2025 https://t.co/0M4h0qXu0C,Fri Oct 24 11:00:01 +0000 2025
Menkeu Purbaya Yudhi Sadewa merespons pernyataan Gubernur Jabar Dedi Mulyadi atau KDM terkait permasalahan dana Pemda yang mengendap di bank. https://t.co/EAWc9z7Kyn,Fri Oct 24 11:00:00 +0000 2025
Apa Kabar Salatiga Anggota DPR Dukung Purbaya Sejumlah anggota Dewan Perwakilan Rakyat (DPR) menyatakan dukungan penuh terhadap kebijakan Menteri Keuangan sekaligus Ketua LPS Purbaya Yudhi Sadewa yang menegaskan larangan impor pakaian bekas. https://t.co/OkG9JvikND,Fri Oct 24 10:50:43 +0000 2025
Menkeu Purbaya Yudhi Sadewa bertemu dengan Direktur Utama PT Pertamina (Persero) Simon Aloysius Mantiri salah satu agenda pentingnya membahas rencana pembangunan kilang minyak. https://t.co/VhwsKi9thk #suaramerdeka #menkeu #purbayayudhisadewa #pertamina #pembangunankilang https://t.co/qCn2jGLoGX,Fri Oct 24 10:48:51 +0000 2025
Pemerintah menambah anggaran operasional BPJS Kesehatan menjadi Rp69 triliun untuk 2026. Dengan adanya suntikan anggaran ini Menkeu Purbaya Yudhi Sadewa memastikan tarif iuran BPJS Kesehatan tak naik setidaknya sampai pertengahan 2026. Purbaya juga menekankan suntikan https://t.co/BBR8rDnHUP,Fri Oct 24 10:47:38 +0000 2025
Menkeu Purbaya Yudhi Sadewa menegaskan hasil penelusuran menunjukkan orang yang viral nongkrong di gerai kopi itu bukan pegawai Bea Cukai. Kemenkeu sudah cek langsung lewat laporan masyarakat dan verifikasi CCTV. #BeaCukai #PurbayaYudhiSadewa #Kemenkeu #liputan6com https://t.co/yn0nkiuivO,Fri Oct 24 10:41:20 +0000 2025
𝐌𝐞𝐧𝐤𝐞𝐮 𝐏𝐮𝐫𝐛𝐚𝐲𝐚 𝐓𝐞𝐠𝐮𝐫 𝐀𝐣𝐮𝐝𝐚𝐧 𝐲𝐚𝐧𝐠 𝐇𝐞𝐧𝐭𝐢𝐤𝐚𝐧 𝐖𝐚𝐰𝐚𝐧𝐜𝐚𝐫𝐚: 𝐋𝐮 𝐍𝐠𝐚𝐩𝐚 𝐍𝐲𝐮𝐫𝐮𝐬 𝐆𝐮𝐞 𝐏𝐮𝐥𝐚𝐧𝐠? Menteri Keuangan Purbaya Yudhi Sadewa menunjukkan sikap terbuka terhadap media saat menghadiri rapat di kantor Kementerian https://t.co/xoY6WSrWC4,Fri Oct 24 10:37:56 +0000 2025
Menkeu Purbaya Puji Dirut Pertamina: Lebih Terbuka dan Siap Bangun Kilang Baru Menteri Keuangan Purbaya Yudhi Sadewa bertemu dengan Direktur Utama PT Pertamina (Persero) Simon Aloysius Mantiri untuk membahas pembangunan kilang minyak dan penguatan sektor hulu. https://t.co/CPX16wNoPf,Fri Oct 24 10:32:31 +0000 2025
Pemprov Jakarta mendukung penuh langkah Menkeu Purbaya Yudhi Sadewa untuk menindak tegas impor pakaian bekas ilegal atau thrifting. Kegiatan bisnis ini akan dilarang dan dikenai denda berat bagi pelakunya.,Fri Oct 24 10:18:45 +0000 2025
Purbaya Yudhi Sadewa Pastikan Iuran BPJS Kesehatan Tak Naik hingga 2026 https://t.co/6V9OB5cAQx https://t.co/aUkTvmmdK9,Fri Oct 24 10:13:23 +0000 2025
Perdebatan mengenai dana pemerintah daerah (Pemda) yang mengendap di bank kian memanas. Setelah sebelumnya Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mempersoalkan deposito https://t.co/Xyx7nY3EXX,Fri Oct 24 08:10:05 +0000 2025
Kalau yg bersih dianggap ancaman berarti kita sedang hidup di sistem yg kotor. ( Purbaya Yudhi Sadewa 'kemenkeu ) @prabowo https://t.co/V1ZdKOrg2Z,Fri Oct 24 08:03:53 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons klaim Gubernur Jawa Barat (Jabar) Dedi Mulyadi (KDM) yang membantah adanya dana APBD sebesar Rp4 1 triliun yang tersimpan dalam bentuk deposito. https://t.co/6ZxfuvbgTC,Fri Oct 24 08:00:16 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa optimistis pertumbuhan kredit perbankan akan menembus dua digit setelah pemerintah menempatkan dana jumbo Rp200 triliun di bank-bank Himbara. Selengkapnya di https://t.co/JKVazGwHbX https://t.co/PcTcI7p0nV,Fri Oct 24 07:50:07 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menanggapi pemeriksaan laboratorium Bea dan Cukai menyerahkan proses kepada pihak berwenang. Begini katanya. https://t.co/rBfuu0wqFp,Fri Oct 24 07:46:26 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menanggapi pemeriksaan laboratorium Bea dan Cukai menyerahkan proses kepada pihak berwenang. Begini katanya. https://t.co/B135KCicrC,Fri Oct 24 07:46:25 +0000 2025
Menteri Keuangan RI Purbaya Yudhi Sadewa secara blak-blakan bicara tentang strategi pemerintah membangkitkan ekonomi rakyat. Bagaimana sebenarnya kondisi ekonomi Indonesia saat ini? Apakah benar kita pernah berada di ambang kehancuran tanpa disadari? Dan apa langkah nyata agar https://t.co/u8aZG5KOzT,Fri Oct 24 07:46:19 +0000 2025
Kang Dedi Punya Kemungkinan Benar Gubernur Dedi Mulyadi tidak terima dengan pernyataan Menteri Keuangan Purbaya Yudhi Sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. Bahkan pria yang kerap disapa Kang Dedi itu menantang Purbaya untuk membuktikan https://t.co/lUcLR0bNB6,Fri Oct 24 07:42:36 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menolak menghentikan sesi wawancara dengan para wartawan pada Kamis (23/10/2025). Saat sesi tanya jawab berlangsung seorang ajudan sempat meminta agar wawancara segera diakhiri. Namun Purbaya justru menolak permintaan tersebut dan https://t.co/85pCuUF1Nn,Fri Oct 24 07:25:12 +0000 2025
Sekda Pemkot Bekasi Junaedi membantah pernyataan Menteri Keuangan Purbaya Yudhi Sadewa terkait maraknya praktik jual beli jabatan di wilayahnya. Ketika ditanya apakah praktik tersebut terjadi di masa lalu Junaedi pun tegas membantah hal itu tidak pernah terjadi. Selain isu jual https://t.co/JHVzsaZcro,Fri Oct 24 07:23:49 +0000 2025
Meski pertumbuhan kredit perbankan September 2025 baru naik tipis dari 7 56% ke 7 7% Menkeu Purbaya Yudhi Sadewa optimis dorongan dana Rp200 triliun di bank Himbara bisa membawa pertumbuhan kredit mendekati double digit. Selengkapnya di https://t.co/RWcotF1vYa https://t.co/6x5oHHk2M9,Fri Oct 24 07:23:00 +0000 2025
𝐌𝐞𝐧𝐤𝐞𝐮 𝐏𝐮𝐫𝐛𝐚𝐲𝐚: 𝐊𝐢𝐭𝐚 𝐁𝐮𝐚𝐭 𝐑𝐚𝐤𝐲𝐚𝐭 𝐊𝐚𝐲𝐚 𝐒𝐞𝐡𝐢𝐧𝐠𝐠𝐚 𝐇𝐚𝐩𝐩𝐲 𝐁𝐚𝐲𝐚𝐫 𝐏𝐚𝐣𝐚𝐤 Dalam program Orang Penting yang tayang di GarudaTV Menteri Keuangan Purbaya Yudhi Sadewa menyoroti bahaya spiral ke bawah jika pajak terus dinaikkan saat https://t.co/cBnAio7JCT,Fri Oct 24 07:17:11 +0000 2025
Riset Indonesia Social Insight (IDSIGHT) mencatat Menteri Keuangan Purbaya Yudhi Sadewa sebagai menteri paling favorit di Kabinet Merah Putih yang dipimpin Presiden Prabowo Subianto dengan penilaian positif mencapai 83 7 persen.https://t.co/5gaWlczE44,Fri Oct 24 07:15:31 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa hubungan kerjanya dengan Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan tetap baik tanpa ada masalah yang mengganggu meskipun keduanya tidak saling sapa dalam sidang kabinet paripurna https://t.co/o8KOa55X5W,Fri Oct 24 07:10:38 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa hubungan kerjanya dengan Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan tetap baik tanpa ada masalah yang mengganggu meskipun keduanya tidak saling sapa dalam sidang kabinet paripurna https://t.co/6NYEOZ8NHf,Fri Oct 24 07:10:27 +0000 2025
Pemerintah lewat PT Danantara bakal ke China buat negosiasi ulang soal utang proyek kereta cepat Jakarta Bandung (Whoosh). Menkeu Purbaya Yudhi Sadewa menanggapi santai: Kalau sudah ada keputusan ya bagus. Saya enggak ikut. ,Fri Oct 24 07:09:25 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa upaya mengejar target penerimaan pajak di akhir 2025 akan dilakukan secara profesional bukan dengan cara intimidatif. Ia menolak gaya preman seperti menggedor rumah orang jam 5 pagi dan memilih strategi manajemen mikro https://t.co/5kqT2qaM7Z,Fri Oct 24 07:02:16 +0000 2025
Menkeu Purbaya Yudhi Sadewa menegaskan tidak akan melindungi pegawai Bea Cukai yang terlibat kasus hukum menanggapi kedatangan tim Kejagung. https://t.co/IXdgTAodtM,Fri Oct 24 06:57:21 +0000 2025
Menkeu Purbaya Yudhi Sadewa menegaskan tidak akan melindungi pegawai Bea Cukai yang terlibat kasus hukum menanggapi kedatangan tim Kejagung. https://t.co/P4B5kHV0jT,Fri Oct 24 06:57:21 +0000 2025
Mendagri Benarkan Ada Dana Mengendap Gubernur Dedi Mulyadi tidak terima dengan pernyataan Menteri Keuangan Purbaya Yudhi Sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. Bahkan pria yang kerap disapa Kang Dedi itu menantang Purbaya untuk https://t.co/m9peAaUQjt,Fri Oct 24 06:47:19 +0000 2025
Asosiasi Produsen Perhiasan Indonesia temui Menkeu Purbaya Yudhi Sadewa adukan praktik produsen emas yang lakukan pelanggaran terhadap pajak. Beberapa produsen perhiasan tidak miliki surat keterangan beli dan langsung jual ke toko-toko emas. Akibatnya mereka tidak bayar pajak,Fri Oct 24 06:29:57 +0000 2025
Pemerintah Provinsi DKI Jakarta mendukung rencana Menteri Keuangan Purbaya Yudhi Sadewa untuk mengenakan denda bagi pelaku thrifting. https://t.co/s9IorBgLY9,Fri Oct 24 06:27:24 +0000 2025
Gubernur DKI Jakarta Pramono Anung mendukung langkah Menteri Keuangan Purbaya Yudhi Sadewa untuk memperketat pengawasan impor pakaian bekas atau thrift. Kami memberikan support dan dukungan termasuk di pasar-pasar yang ada di Jakarta. Memang saya tidak mau para pedagang itu https://t.co/SERJtnmBwu,Fri Oct 24 06:20:00 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa dirinya tidak akan terlibat dalam tim negosiasi restrukturisasi utang proyek Kereta Cepat Jakarta Bandung (KCJB) atau Whoosh . Selengkapnya di https://t.co/i1njX6FAHc https://t.co/68loK4q3T0,Fri Oct 24 06:17:46 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan kesiapannya untuk mengalokasikan anggaran guna pengadaan kendaraan dinas jenis Maung yang diproduksi oleh PT Pindad bagi para pejabat negara. Kendaraan Maung adalah mobil yang selama ini juga dipakai oleh Presiden Prabowo. Menkeu https://t.co/y0yVEGbBU0,Fri Oct 24 06:10:00 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa memastikan iuran peserta Badan Penyelenggaran Jaminan Sosial (BPJS) Kesehatan tidak naik setidaknya iuran BPJS Kesehatan tidak naik hingga pertengahan tahun depan. &gt;&gt; https://t.co/YmnC756u5f https://t.co/o3lievEAYn,Fri Oct 24 06:00:00 +0000 2025
Menkeu Purbaya Yudhi Sadewa telah menyiapkan anggaran Rp 20 triliun pada APBN 2026 untuk menghapus atau memutihkan tunggakan iuran BPJS Kesehatan masyarakat tak mampu. Seperti apa kategorinya? Cek di slide berikutnya! &gt;&gt; https://t.co/NJMs5ZMx4z #BPJS #BPJSKesehatan #Pemutihan https://t.co/QdrUxbMUbY,Fri Oct 24 06:00:00 +0000 2025
Enggak Terbayang Banyaknya Rp234 Triliun Gubernur Dedi Mulyadi tidak terima dengan pernyataan Menteri Keuangan Purbaya Yudhi Sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. Bahkan pria yang kerap disapa Kang Dedi itu menantang Purbaya untuk https://t.co/eSKHvOOjpt,Fri Oct 24 05:56:22 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menegaskan enggan untuk duduk bersama pemerintah daerah (Pemda) terkait polemik perbedaan data dana Anggaran Pendapatan dan Belanja Daerah (APBD) yang mengendap di perbankan. https://t.co/YD0u8yGq6N,Fri Oct 24 05:55:41 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengumumkan bahwa pemerintah telah menyiapkan anggaran sebesar Rp 20 triliun untuk menghapus tunggakan iuran peserta BPJS Kesehatan sebagai langkah konkret menepati janji yang disampaikan oleh Presiden. @prabowo https://t.co/xvrbVULxGE,Fri Oct 24 05:47:53 +0000 2025
Purbaya Yudhi Sadewa Pastikan Iuran BPJS Kesehatan Tak Naik hingga 2026 https://t.co/6V9OB5cAQx https://t.co/v31RofXzvh,Fri Oct 24 05:30:43 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menanggapi pertumbuhan kredit perbankan September 7 7%. Begini katanya. https://t.co/6hTLV0jrop,Fri Oct 24 05:19:49 +0000 2025
Menteri Dalam Negeri (Mendagri) Tito Karnavian membeberkan bukti beda data yang disampaikan Menkeu Purbaya Yudhi Sadewa soal dana Pemerintah Daerah yang mengendap di bank. Tito mengaku sudah memerintahkan Sekjen Dirjen Keuangan Daerah dan Dirjen Pembangunan Daerah Kemendagri https://t.co/oN84w9EkNS,Fri Oct 24 05:13:06 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengubah skema kompensasi energi membayar 70% bulanan untuk Pertamina dan PLN guna stabilkan keuangan mereka. https://t.co/W2P73xACFJ,Fri Oct 24 05:03:00 +0000 2025
Menkeu Purbaya Yudhi Sadewa menanggapi pernyataan Gubernur Jabar Dedi Mulyadi terkait polemik dana Pemda mengendap di bank. KDM sebelumnya membantah ada dana Pemda yang mengendap di bank dalam bentuk deposito. &gt;&gt; https://t.co/GMXRrooUsL #DediMulyadi #Menkeu #PurbayaYudhiSadewa https://t.co/l6c5rQfDMW,Fri Oct 24 05:00:00 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengusulkan perubahan mekanisme sanksi bagi pelaku praktik impor ilegal termasuk mafia pakaian bekas. Menteri Purbaya menegaskan hukuman penjara saja tidak cukup bahkan merugikan negara. Ia menekankan perlu penegakan hukum yang https://t.co/8aG9XTUgjO,Fri Oct 24 04:43:23 +0000 2025
Silang pendapat antara Gubernur Jawa Barat Dedi Mulyadi dan Menteri Keuangan Purbaya Yudhi Sadewa tentang polemik simpanan dana pemda masih berlanjut. #Polhuk #AdadiKompas https://t.co/vUtLz70ooc,Fri Oct 24 04:31:28 +0000 2025
Silang pendapat antara Gubernur Jawa Barat Dedi Mulyadi dan Menteri Keuangan Purbaya Yudhi Sadewa tentang polemik simpanan dana pemda masih berlanjut. #Polhuk #AdadiKompas https://t.co/NMoPQ3diw0,Fri Oct 24 04:28:12 +0000 2025
Pemerintah menyiapkan anggaran jumbo untuk memperkuat keberlanjutan layanan BPJS Kesehatan. Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan bahwa pemerintah telah mengalokasikan dana sebesar Rp20 triliun untuk menutup tunggakan iuran BPJS Kesehatan. Tadi minta dianggarkan https://t.co/mU8LSJ2Au4,Fri Oct 24 04:16:08 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menyebut tidak ada solusi bagi Pemerintah Provinsi (Pemprov) DKI Jakarta terkait permasalahan dana mengendap sebesar Rp14 6 triliun. &gt;&gt; https://t.co/eH8gUbVXmO https://t.co/wEae4VAoGb,Fri Oct 24 04:00:01 +0000 2025
Menkeu Purbaya Yudhi Sadewa menyatakan telah menandatangani surat tentang pinjaman bank Himpunan Bank Milik Negara ke Koperasi Desa/Kelurahan Merah Putih dijamin oleh dana desa. Dengan surat ini isu pencairan kredit sudah selesai. #Ekonomi #AdadiKompas https://t.co/oG0K5xk1q2,Fri Oct 24 00:47:52 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan penagihan pajak akan dilakukan secara profesional. #pajak #menkeu #purbaya Selengkapnya di: https://t.co/eXKpmRwmwK (Foto: IG@menkeuri) -rng- https://t.co/2GzVZ5mUsb,Fri Oct 24 00:31:29 +0000 2025
Kilang Minyak Baru Akhirnya Dibangun! Purbaya Yudhi Sadewa &amp; Bos Pertamina Sepakat https://t.co/w2mmWOxYWl,Fri Oct 24 00:10:38 +0000 2025
@toe_giman @6undul0h Saya Tidak Pernah Berniat Menyerang Siapapun Tetapi Kalau Kebenaran Dianggap Serangan Mungkin Kita Terlalu Lama Hidup Dalam Kebohongan ( Purbaya Yudhi Sadewa - Menteri Keuangan RI),Sat Oct 25 23:58:36 +0000 2025
@tbfakhru_jojo @Bams_4GP @prabowo @Gerindra Ya saya tahu pernyataan itu dari Menteri Keuangan Purbaya Yudhi Sadewa. Beliau menyatakan bahwa kebenaran sering dianggap sebagai serangan karena masyarakat terbiasa dengan kebohongan lama. Pernyataan ini muncul di tengah perdebatan publik baru-baru ini.,Sat Oct 25 23:36:34 +0000 2025
@Cak_inun @Boediantar4 Sepertinya video itu meme lucu yang mengeksagerasi tanda tangan Pak Purbaya Yudhi Sadewa Menkeu Indonesia sejak September 2025. Tanda tangan asli kemungkinan besar bukan gambar wajah rumit seperti itu tapi scribble standar untuk dokumen resmi. Keren idenya tapi bukan fakta! ,Sat Oct 25 22:15:08 +0000 2025
@triaddict_ @Boediantar4 Ya tanda tangan Menteri Keuangan Purbaya Yudhi Sadewa unik dengan elemen gambar wajah membuatnya sulit dipalsukan. Namun klaim tak seorang pun bisa memalsukan adalah hiperbola dengan keterampilan tinggi atau teknologi pemalsuan tetap mungkin. Video itu tampaknya menyoroti,Sat Oct 25 20:01:51 +0000 2025
@hakammuh Sulit memprediksi secara pasti karena politik Indonesia dinamis tapi Purbaya Yudhi Sadewa sebagai Menkeu non-partai rentan terhadap tekanan DPR dan mafia ekonomi. Berdasarkan pola reshuffle kabinet sebelumnya (seperti di era Jokowi) ia bisa bertahan 6-12 bulan jika Prabowo,Sat Oct 25 19:45:07 +0000 2025
@ommi_siregar Saya Tidak Pernah Berniat Menyerang Siapapun Tetapi Kalau Kebenaran Dianggap Serangan Mungkin Kita Terlalu Lama Hidup Dalam Kebohongan ( Purbaya Yudhi Sadewa - Menteri Keuangan RI) Negeri penuh kepalsuan ,Sat Oct 25 19:35:36 +0000 2025
