Text,Date,CleanSVM,CleanIndoBERTweet
Penampilan dan kebijakan Menkeu baru Pubaya Yudhi Sadewa tmenjadi perhatian publik serta sesama kolega pejabat. Penampilan nya terlihat kontroversial karena menampilkan sesuatu yang berbeda dengan mainstream. Yang jelas kalau anda menyerang Purbaya anda juga menyerang Prabowo. https://t.co/5wOJyLLHxz,Sun Oct 12 01:04:27 +0000 2025,tampil bijak menkeu baru pubaya yudhi sadewa tmenjadi perhati publik sama kolega jabat tampil nya lihat kontroversial tampil beda mainstream jelas kalau serang purbaya serang prabowo,penampilan dan kebijakan menkeu baru pubaya yudhi sadewa tmenjadi perhatian publik serta sesama kolega pejabat. penampilan nya terlihat kontroversial karena menampilkan sesuatu yang berbeda dengan mainstream. yang jelas kalau anda menyerang purbaya anda juga menyerang prabowo.
@PartaiSocmed Gagalnya before Fit n Proper. Jadi ada proses informal. Lobby lobby udah dijalankan sama masing2 yang kuat jadi Calon. Emang ada 4 nama: Perry Warjiyo Sri Mulyani Purbaya Yudhi Sadewa sama si Destry Damayanti (DGS). Sejak ada UU P2SK antara DPR dengan Presiden cuman formalitas,Sun Oct 12 00:43:54 +0000 2025,gagal before fit proper jadi proses informal lobby lobby jalan sama masing kuat jadi calon emang nama perry warjiyo sri mulyani purbaya yudhi sadewa sama si destry damayanti dgs sejak uu psk dpr presiden cuman formalitas,gagalnya before fit dan proper. jadi ada proses informal. lobby lobby sudah dijalankan sama masing2 yang kuat jadi calon. emang ada 4 nama: perry warjiyo sri mulyani purbaya yudhi sadewa sama si destry damayanti (dgs). sejak ada uu p2sk antara dpr dengan presiden cuman formalitas
Menteri Keuangan Purbaya Yudhi Sadewa menilai eskalasi perang dagang antara Amerika Serikat dan China justru bisa menjadi peluang bagi Indonesia untuk memperkuat daya saing ekspor di pasar global. Simak selengkapnya: https://t.co/sicILkf83R https://t.co/FO3Cf4GnEH,Mon Oct 13 23:55:57 +0000 2025,menteri uang purbaya yudhi sadewa nilai eskalasi perang dagang amerika serikat china justru jadi peluang indonesia kuat daya saing ekspor pasar global simak lengkap,menteri keuangan purbaya yudhi sadewa menilai eskalasi perang dagang antara amerika serikat dan china justru bisa menjadi peluang bagi indonesia untuk memperkuat daya saing ekspor di pasar global. simak selengkapnya:
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan tidak berniat menggunakan anggaran negara (APBN) untuk mendanai pembangunan family office di Bali. Pe... https://t.co/tTSCgWfiBZ,Mon Oct 13 16:29:15 +0000 2025,menteri uang purbaya yudhi sadewa nyata niat guna anggar negara apbn dana bangun family office bal pe,menteri keuangan purbaya yudhi sadewa menyatakan tidak berniat menggunakan anggaran negara (apbn) untuk mendanai pembangunan family office di bali. pe...
Menteri Keuangan Purbaya Yudhi Sadewa angkat bicara terkait rencana Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan ingin mendirikan family office. Artinya Taring dan Cakar Mau DiperTajam. Masalah Nasabah Jiwasraya ? Source: detikfinance https://t.co/e9BfjXg8vW,Mon Oct 13 15:28:56 +0000 2025,menteri uang purbaya yudhi sadewa angkat bicara kait rencana ketua dewan ekonomi nasional den luhut binsar pandjaitan diri family office arti taring cakar mau tajam masalah nasabah jiwasraya source detikfinance,menteri keuangan purbaya yudhi sadewa angkat bicara terkait rencana ketua dewan ekonomi nasional (den) luhut binsar pandjaitan ingin mendirikan family office. artinya taring dan cakar mau dipertajam. masalah nasabah jiwasraya ? source: detikfinance
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa kembali menarik perhatian publik setelah memberikan pernyataan terbuka yang membandingkan kondisi ekonomi Indonesia di era kepemimpinan Susilo Bambang Yudhoyono dan Joko Widodo. Purbaya menilai secara keseluruhan perekonomian https://t.co/PLUDMTMA9b,Mon Oct 13 15:21:55 +0000 2025,menteri uang menkeu purbaya yudhi sadewa tarik perhati publik beri nyata buka banding kondisi ekonomi indonesia era pimpin susilo bambang yudhoyono joko widodo purbaya nilai seluruh ekonomi,menteri keuangan (menkeu) purbaya yudhi sadewa kembali menarik perhatian publik setelah memberikan pernyataan terbuka yang membandingkan kondisi ekonomi indonesia di era kepemimpinan susilo bambang yudhoyono dan joko widodo. purbaya menilai secara keseluruhan perekonomian
https://t.co/WvTeSElM8g Menteri Keuangan Purbaya Yudhi Sadewa ogah menggelontorkan dana negara untuk membayar utang kereta cepat KCIC Jakarta-Bandung.,Mon Oct 13 15:00:43 +0000 2025,menteri uang purbaya yudhi sadewa ogah gelontor dana negara bayar utang kereta cepat kcic jakartabandung,menteri keuangan purbaya yudhi sadewa ogah menggelontorkan dana negara untuk membayar utang kereta cepat kcic jakarta-bandung.
Novian membacakan amanat dari Menteri Keuangan Republik Indonesia Purbaya Yudhi Sadewa sebagai momentum untuk meneguhkan kembali komitmen tangguh dalam mengawasi tulus dalam melayani.,Mon Oct 13 14:55:38 +0000 2025,novian baca amanat menteri uang republik indonesia purbaya yudhi sadewa momentum teguh komitmen tangguh awas tulus layan,novian membacakan amanat dari menteri keuangan republik indonesia purbaya yudhi sadewa sebagai momentum untuk meneguhkan kembali komitmen tangguh dalam mengawasi tulus dalam melayani.
Menteri Keuangan Purbaya Yudhi Sadewa menolak pembayaran utang kereta cepat Jakarta-Bandung (KCIC) menggunakan APBN. Yudhi minta utang kereta Whoosh dibayar oleh Danantara. Jangan cuma mau menikmati untungnya tapi tak mau menanggung ruginya. Fair kan? https://t.co/4dmFLyVq6g,Mon Oct 13 14:44:24 +0000 2025,menteri uang purbaya yudhi sadewa tolak bayar utang kereta cepat jakartabandung kcic guna apbn yudhi minta utang kereta whoosh bayar danantara jangan cuma mau nikmat untung tak mau tanggung rugi fair kan,menteri keuangan purbaya yudhi sadewa menolak pembayaran utang kereta cepat jakarta-bandung (kcic) menggunakan apbn. yudhi minta utang kereta whoosh dibayar oleh danantara. jangan cuma mau menikmati untungnya tetapi tak mau menanggung ruginya. fair kan?
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa dan Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia terlihat kembali bersama dalam rapat terbatas (Ratas) kabinet di kediaman Presiden Prabowo Subianto di Kertanegara Jakarta Selatan pada Minggu (12/10) malam. https://t.co/VIB2jUh0CT,Mon Oct 13 14:38:34 +0000 2025,menteri uang menkeu purbaya yudhi sadewa menteri energi sumber daya mineral esdm bahlil lahadalia lihat sama rapat batas ratas kabinet diam presiden prabowo subianto kertanegara jakarta selatan minggu malam,menteri keuangan (menkeu) purbaya yudhi sadewa dan menteri energi dan sumber daya mineral (esdm) bahlil lahadalia terlihat kembali bersama dalam rapat terbatas (ratas) kabinet di kediaman presiden prabowo subianto di kertanegara jakarta selatan pada minggu (12/10) malam.
Menteri Keuangan Purbaya Yudhi Sadewa bertemu investor untuk membahas iklim investasi di Indonesia yang masih bermasalah. https://t.co/UIDQQM0kNM,Mon Oct 13 14:38:34 +0000 2025,menteri uang purbaya yudhi sadewa temu investor bahas iklim investasi indonesia masalah,menteri keuangan purbaya yudhi sadewa bertemu investor untuk membahas iklim investasi di indonesia yang masih bermasalah.
Menkeu Purbaya Yudhi Sadewa pastikan tarif cukai rokok 2026 tidak naik. Pemerintah memilih fokus memperkuat pengawasan rokok ilegal dan menaikkan HJE sebagai alternatif menjaga penerimaan negara. Apakah kebijakan ini cukup untuk menyeimbangkan kepentingan ekonomi dan kesehatan https://t.co/QZguxQMIpW,Mon Oct 13 14:17:13 +0000 2025,menkeu purbaya yudhi sadewa pasti tarif cukai rokok naik perintah pilih fokus kuat awas rokok ilegal naik hje alternatif jaga terima negara bijak cukup imbang penting ekonomi sehat,menkeu purbaya yudhi sadewa pastikan tarif cukai rokok 2026 tidak naik. pemerintah memilih fokus memperkuat pengawasan rokok ilegal dan menaikkan hje sebagai alternatif menjaga penerimaan negara. apakah kebijakan ini cukup untuk menyeimbangkan kepentingan ekonomi dan kesehatan
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa melakukan inspeksi mendadak (sidak) ke Posko Bea Cukai di kawasan Pelabuhan Tanjung Priok Jakarta Utara pada Senin (13/10/2025). #purbayayudhisadewa #menkeu #beacukai #tanjungpriok #ekonomi #imporindonesia #reelsupdate #politik https://t.co/x70XVs1Rjg,Mon Oct 13 13:15:08 +0000 2025,menteri uang menkeu purbaya yudhi sadewa laku inspeksi dadak sidak posko bea cukai kawasan labuh tanjung priok jakarta utara senin,menteri keuangan (menkeu) purbaya yudhi sadewa melakukan inspeksi mendadak (sidak) ke posko bea cukai di kawasan pelabuhan tanjung priok jakarta utara pada senin (13/10/2025). #purbayayudhisadewa #menkeu #beacukai #tanjungpriok #ekonomi #imporindonesia #reelsupdate #politik
Menkeu Purbaya Yudhi Sadewa bakal mindahin sisa dana Rp 200 triliun yang belum sempet disalurin sama bank-bank BUMN. Dari data yang dia sebut Bank Mandiri udah nyalurin 74% BRI 62% BNI 50% dan BTN paling rendah cuma 19%. Sementara BSI udah di angka 55 5%. #detikfinance https://t.co/vI2Dszeloa,Mon Oct 13 13:00:02 +0000 2025,menkeu purbaya yudhi sadewa bakal mindahin sisa dana rp triliun sempet disalurin sama bankbank bumn data sebut bank mandiri nyalurin bri bni btn paling rendah cuma bsi angka,menkeu purbaya yudhi sadewa bakal mindahin sisa dana rp 200 triliun yang belum sempet disalurin sama bank-bank bumn. dari data yang dia sebut bank mandiri sudah nyalurin 74% bri 62% bni 50% dan btn paling rendah cuma 19%. sementara bsi sudah di angka 55 5%. #detikfinance
Menteri Keuangan Purbaya Yudhi Sadewa memulai masa jabatannya dengan langkah berani dan kontroversial. Dua kebijakan besar langsung dijalankan: mengalirkan dana pemerintah sebesar Rp200 triliun ke bank-bank Himbara untuk mempercepat penyaluran kredit ke sektor riil serta https://t.co/OnHZ3kEh2k,Mon Oct 13 12:55:45 +0000 2025,menteri uang purbaya yudhi sadewa mulai masa jabat langkah berani kontroversial bijak besar langsung jalan alir dana perintah besar rp triliun bankbank himbara cepat salur kredit sektor riil,menteri keuangan purbaya yudhi sadewa memulai masa jabatannya dengan langkah berani dan kontroversial. dua kebijakan besar langsung dijalankan: mengalirkan dana pemerintah sebesar rp200 triliun ke bank-bank himbara untuk mempercepat penyaluran kredit ke sektor riil serta
Proyek Kereta Cepat Indonesia China (KCIC) kembali jadi sorotan. Meski sudah mendapat suntikan APBN di era Jokowi laporan keuangan menunjukkan KCIC masih menanggung rugi triliunan rupiah. Menteri Keuangan Purbaya Yudhi Sadewa menegaskan tak akan memakai APBN untuk menutup utang https://t.co/TnKNzIm3MG,Mon Oct 13 12:48:21 +0000 2025,proyek kereta cepat indonesia china kcic jadi sorot meski dapat sunti apbn era jokowi lapor uang tunjuk kcic tanggung rugi triliun rupiah menteri uang purbaya yudhi sadewa tegas tak pakai apbn tutup utang,proyek kereta cepat indonesia china (kcic) kembali jadi sorotan. meski sudah mendapat suntikan apbn di era jokowi laporan keuangan menunjukkan kcic masih menanggung rugi triliunan rupiah. menteri keuangan purbaya yudhi sadewa menegaskan tak akan memakai apbn untuk menutup utang
Menteri Keuangan Purbaya Yudhi Sadewa melakukan inspeksi mendadak ke Posko Bea Cukai di Pelabuhan Tanjung Priok Jakarta Utara pada Senin (13/10/2025). Selengkapnya di https://t.co/ZlwAzDIc99 https://t.co/NlDsom9TgI,Mon Oct 13 12:23:36 +0000 2025,menteri uang purbaya yudhi sadewa laku inspeksi dadak posko bea cukai labuh tanjung priok jakarta utara senin lengkap,menteri keuangan purbaya yudhi sadewa melakukan inspeksi mendadak ke posko bea cukai di pelabuhan tanjung priok jakarta utara pada senin (13/10/2025). selengkapnya di
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa tampil bak jenderal saat menghadiri peringatan HUT ke-79 Direktorat Jenderal Bea dan Cukai Jakarta Senin (13/10/2025). Ia mengenakan seragam Bea Cukai dengan empat bintang di pundaknya. Dalam kesempatan itu Purbaya menegaskan https://t.co/qRzIoGy8AJ,Mon Oct 13 11:02:57 +0000 2025,menteri uang menkeu purbaya yudhi sadewa tampil bak jenderal hadir ingat hut direktorat jenderal bea cukai jakarta senin kena seragam bea cukai empat bintang pundak sempat purbaya tegas,menteri keuangan (menkeu) purbaya yudhi sadewa tampil bak jenderal saat menghadiri peringatan hut ke-79 direktorat jenderal bea dan cukai jakarta senin (13/10/2025). ia mengenakan seragam bea cukai dengan empat bintang di pundaknya. dalam kesempatan itu purbaya menegaskan
Menkeu Purbaya Yudhi Sadewa kasih pernyataan tegas nih!⁣ APBN gak boleh ikut menanggung utang proyek Whoosh. Katanya urusan itu tanggung jawab Danantara sebagai holding BUMN.⁣ ⁣ &gt;&gt; https://t.co/WJsRaonwiR #Purbaya #whoosh #apbn #danantara https://t.co/BIHIJhhkdl,Mon Oct 13 11:00:01 +0000 2025,menkeu purbaya yudhi sadewa kasih nyata tegas nih apbn ikut tanggung utang proyek whoosh kata urus tanggung jawab danantara holding bumn  gtgt,menkeu purbaya yudhi sadewa kasih pernyataan tegas nih!⁣ apbn tidak boleh ikut menanggung utang proyek whoosh. katanya urusan itu tanggung jawab danantara sebagai holding bumn.⁣ ⁣ &gt;&gt; #purbaya #whoosh #apbn #danantara
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa melakukan inspeksi mendadak (sidak) ke Pelabuhan Tanjung Priok Jakarta pada Senin pagi (13/10/2025). Kunjungan ini difokuskan untuk memantau pergerakan barang impor khususnya pada jalur hijau kepabeanan. Jalur hijau kepabeanan https://t.co/osR2loGjkI,Mon Oct 13 10:56:36 +0000 2025,menteri uang menkeu purbaya yudhi sadewa laku inspeksi dadak sidak labuh tanjung priok jakarta senin pagi kunjung fokus pantau gera barang impor khusus jalur hijau pabean jalur hijau pabean,menteri keuangan (menkeu) purbaya yudhi sadewa melakukan inspeksi mendadak (sidak) ke pelabuhan tanjung priok jakarta pada senin pagi (13/10/2025). kunjungan ini difokuskan untuk memantau pergerakan barang impor khususnya pada jalur hijau kepabeanan. jalur hijau kepabeanan
 Menteri Keuangan Purbaya Yudhi Sadewa menyatakan cukai rokok tak naik tahun ini. Tapi bagaimana sebenarnya sejarah pemerintah mengatur cukai rokok di Indonesia? Telusuri jejaknya di database digital Tempo kini bisa diakses lewat E-Resources Perpustakaan Nasional. https://t.co/NGcD2CrQZc,Mon Oct 13 10:50:34 +0000 2025,menteri uang purbaya yudhi sadewa nyata cukai rokok tak naik tahun bagaimana benar sejarah perintah atur cukai rokok indonesia telusur jejak database digital tempo kini akses lewat eresources pustaka nasional,menteri keuangan purbaya yudhi sadewa menyatakan cukai rokok tak naik tahun ini. tetapi bagaimana sebenarnya sejarah pemerintah mengatur cukai rokok di indonesia? telusuri jejaknya di database digital tempo kini bisa diakses lewat e-resources perpustakaan nasional.
Menkeu Purbaya Tolak Lunasi Utang Whoosh: Untung ke Dia Susahnya ke Kita Menteri Keuangan Purbaya Yudhi Sadewa menilai beban utang proyek kereta cepat Jakarta-Bandung atau Whoos seharusnya dikelola oleh BPI Danantara (Badan Pengelola Investasi Daya Anagata Nusantara) sebagai https://t.co/xZOYYPp7Ht,Mon Oct 13 10:41:52 +0000 2025,menkeu purbaya tolak lunas utang whoosh untung susah menteri uang purbaya yudhi sadewa nilai beban utang proyek kereta cepat jakartabandung whoos kelola bpi danantara badan kelola investasi daya anagata nusantara,menkeu purbaya tolak lunasi utang whoosh: untung ke dia susahnya ke kita menteri keuangan purbaya yudhi sadewa menilai beban utang proyek kereta cepat jakarta-bandung atau whoos seharusnya dikelola oleh bpi danantara (badan pengelola investasi daya anagata nusantara) sebagai
Purbaya Yudhi Sadewa mengatakan Dana Moneter Internasional (IMF) mengapresiasi keberhasilan pemerintah Indonesia dalam mendorong pertumbuhan ekonomi tinggi di tengah ketidakpastian global. https://t.co/TFlcLE9LEx,Mon Oct 13 10:29:56 +0000 2025,purbaya yudhi sadewa kata dana moneter internasional imf apresiasi hasil perintah indonesia dorong tumbuh ekonomi tinggi tengah ketidakpastian global,purbaya yudhi sadewa mengatakan dana moneter internasional (imf) mengapresiasi keberhasilan pemerintah indonesia dalam mendorong pertumbuhan ekonomi tinggi di tengah ketidakpastian global.
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengklaim penyaluran dana pemerintah senilai Rp200 triliun ke bank Himpunan Bank Milik Negara (Himbara) berjalan sangat cepat bahkan ia sebut ngebut . https://t.co/zXH7C1tAa9,Mon Oct 13 10:21:53 +0000 2025,menteri uang menkeu purbaya yudhi sadewa klaim salur dana perintah nila rp triliun bank himpun bank milik negara himbara jalan sangat cepat bahkan sebut ngebut,menteri keuangan (menkeu) purbaya yudhi sadewa mengklaim penyaluran dana pemerintah senilai rp200 triliun ke bank himpunan bank milik negara (himbara) berjalan sangat cepat bahkan ia sebut ngebut .
Menteri Keuangan Purbaya Yudhi Sadewa menolak penggunaan anggaran pendapatan dan belanja negara untuk membayar utang kereta cepat yang mencapai 116 Triliun Rupiah. Purbaya menyatakan utang kereta cepat Whoosh seharusnya ditangani oleh Badan Pengelola Investasi Daya Anagata https://t.co/Bxhxo2mimn,Mon Oct 13 10:19:58 +0000 2025,menteri uang purbaya yudhi sadewa tolak guna anggar dapat belanja negara bayar utang kereta cepat capai triliun rupiah purbaya nyata utang kereta cepat whoosh tangan badan kelola investasi daya anagata,menteri keuangan purbaya yudhi sadewa menolak penggunaan anggaran pendapatan dan belanja negara untuk membayar utang kereta cepat yang mencapai 116 triliun rupiah. purbaya menyatakan utang kereta cepat whoosh seharusnya ditangani oleh badan pengelola investasi daya anagata
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan tidak akan menggunakan Anggaran Pendapatan dan Belanja Negara (APBN) untuk melunasi utang proyek Kereta Cepat Jakarta Bandung atau Whoosh. Menurut Purbaya proyek tersebut kini berada di bawah pengelolaan Danantara yang sudah https://t.co/tlOxF49VVH,Mon Oct 13 10:10:50 +0000 2025,menteri uang purbaya yudhi sadewa tegas guna anggar dapat belanja negara apbn lunas utang proyek kereta cepat jakarta bandung whoosh purbaya proyek sebut kini ada bawah kelola danantara,menteri keuangan purbaya yudhi sadewa menegaskan tidak akan menggunakan anggaran pendapatan dan belanja negara (apbn) untuk melunasi utang proyek kereta cepat jakarta bandung atau whoosh. menurut purbaya proyek tersebut kini berada di bawah pengelolaan danantara yang sudah
Menteri Keuangan Purbaya Yudhi Sadewa elakukan inspeksi mendadak ke Pelabuhan Tanjung Priok pada Senin (13/10/2025). Menkeu mengecek pergerakan kontainer barang masuk terutama pada jalur hijau kepabeanan. Ia didampingi oleh Irjen Kemenkeu Awan Nurmawan Nuh dan Kepala Kantor https://t.co/bRawBHCNEs,Mon Oct 13 10:09:53 +0000 2025,menteri uang purbaya yudhi sadewa elakukan inspeksi dadak labuh tanjung priok senin menkeu ecek gera kontainer barang masuk utama jalur hijau pabean damping irjen kemenkeu awan nurmawan nuh kepala kantor,menteri keuangan purbaya yudhi sadewa elakukan inspeksi mendadak ke pelabuhan tanjung priok pada senin (13/10/2025). menkeu mengecek pergerakan kontainer barang masuk terutama pada jalur hijau kepabeanan. ia didampingi oleh irjen kemenkeu awan nurmawan nuh dan kepala kantor
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan tak akan menaikkan pajak saat ekonomi sedang lemah. Menurutnya menaikkan pajak di masa seperti itu justru percuma karena bisa menghambat pergerakan ekonomi. Purbaya menilai langkah yang lebih efektif adalah menjaga perputaran https://t.co/mAOrWkf90s,Mon Oct 13 10:00:50 +0000 2025,menteri uang purbaya yudhi sadewa tegas tak naik pajak ekonomi sedang lemah turut naik pajak masa justru percuma hambat gera ekonomi purbaya nilai langkah lebih efektif jaga putar,menteri keuangan purbaya yudhi sadewa menegaskan tak akan menaikkan pajak saat ekonomi sedang lemah. menurutnya menaikkan pajak di masa seperti itu justru percuma karena bisa menghambat pergerakan ekonomi. purbaya menilai langkah yang lebih efektif adalah menjaga perputaran
Menteri Keuangan Purbaya Yudhi Sadewa memastikan harga rokok tidak akan naik pada 2026. Ia menegaskan tarif cukai hasil tembakau (CHT) juga tidak akan mengalami kenaikan. Purbaya menilai stabilitas harga penting agar tidak memicu peredaran rokok ilegal yang lebih murah di https://t.co/SnRItsBLWF,Mon Oct 13 09:28:42 +0000 2025,menteri uang purbaya yudhi sadewa pasti harga rokok naik tegas tarif cukai hasil tembakau cht alami naik purbaya nilai stabilitas harga penting picu edar rokok ilegal lebih murah,menteri keuangan purbaya yudhi sadewa memastikan harga rokok tidak akan naik pada 2026. ia menegaskan tarif cukai hasil tembakau (cht) juga tidak akan mengalami kenaikan. purbaya menilai stabilitas harga penting agar tidak memicu peredaran rokok ilegal yang lebih murah di
Menteri Keuangan Purbaya Yudhi Sadewa berencana membuka dua nomor WhatsApp khusus untuk menampung aduan masyarakat terkait oknum nakal di Direktorat Pajak dan Bea Cukai. Ia menyebut kanal ini dibuat agar publik bisa langsung melapor ke dirinya tanpa perantara. Purbaya mengatakan https://t.co/0RL3KsBMA2,Mon Oct 13 09:27:03 +0000 2025,menteri uang purbaya yudhi sadewa rencana buka nomor whatsapp khusus tampung adu masyarakat kait oknum nakal direktorat pajak bea cukai sebut kanal buat publik langsung lapor diri antara purbaya kata,menteri keuangan purbaya yudhi sadewa berencana membuka dua nomor whatsapp khusus untuk menampung aduan masyarakat terkait oknum nakal di direktorat pajak dan bea cukai. ia menyebut kanal ini dibuat agar publik bisa langsung melapor ke dirinya tanpa perantara. purbaya mengatakan
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan tidak akan menggunakan uang negara untuk membayar utang proyek Kereta Cepat Jakarta Bandung atau Whoosh. Ia menyebut utang jumbo senilai Rp116 triliun itu menjadi tanggung jawab Danantara https://t.co/Oa5QWaTaS1 lewat @tribunnews,Mon Oct 13 09:06:29 +0000 2025,menteri uang purbaya yudhi sadewa tegas guna uang negara bayar utang proyek kereta cepat jakarta bandung whoosh sebut utang jumbo nila rp triliun jadi tanggung jawab danantara lewat,menteri keuangan purbaya yudhi sadewa menegaskan tidak akan menggunakan uang negara untuk membayar utang proyek kereta cepat jakarta bandung atau whoosh. ia menyebut utang jumbo senilai rp116 triliun itu menjadi tanggung jawab danantara lewat
Pemerintah tengah mengevaluasi aturan terkait devisa hasil ekspor (DHE) sumber daya alam (SDA). Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan saat ini pemerintah memang tengah mengevaluasi aturan DHE SDA namun belum tentu aturan yang ada akan direvisi. Baca di https://t.co/YuOC51ycrr,Mon Oct 13 09:06:16 +0000 2025,perintah tengah evaluasi atur kait devisa hasil ekspor dhe sumber daya alam sda menteri uang menkeu purbaya yudhi sadewa kata perintah memang tengah evaluasi atur dhe sda atur revisi baca,pemerintah tengah mengevaluasi aturan terkait devisa hasil ekspor (dhe) sumber daya alam (sda). menteri keuangan (menkeu) purbaya yudhi sadewa mengatakan saat ini pemerintah memang tengah mengevaluasi aturan dhe sda namun belum tentu aturan yang ada akan direvisi. baca di
Menkeu Purbaya Yudhi Sadewa melakukan sidak ke Tempat Pemeriksaan Fisik Terpadu (TPFT) Graha Segara di Pelabuhan Tanjung Priok Jakarta Utara Senin (13/10). Ia memeriksa area kontainer impor termasuk pakan ternak asal China seberat 25 kg per pack. TPFT Graha Segara menjadi https://t.co/tf47mATLAx,Mon Oct 13 08:49:02 +0000 2025,menkeu purbaya yudhi sadewa laku sidak tempat periksa fisik padu tpft graha segara labuh tanjung priok jakarta utara senin periksa area kontainer impor masuk pakan ternak asal china berat kg per pack tpft graha segara jadi,menkeu purbaya yudhi sadewa melakukan sidak ke tempat pemeriksaan fisik terpadu (tpft) graha segara di pelabuhan tanjung priok jakarta utara senin (13/10). ia memeriksa area kontainer impor termasuk pakan ternak asal china seberat 25 kg per pack. tpft graha segara menjadi
Menteri Keuangan Purbaya Yudhi Sadewa melakukan inspeksi dadakan (sidak) ke Tempat Pemeriksaan Fisik Terpadu (TPFT) Graha Segara di Kawasan Pelabuhan Tanjung Priok Jakarta Utara pada Senin (13/10/2025). Baca di sini: https://t.co/EVaPvSoUVh / #PurbayaYudhiSadewa https://t.co/6dw0VLTS5Z,Mon Oct 13 08:38:17 +0000 2025,menteri uang purbaya yudhi sadewa laku inspeksi dada sidak tempat periksa fisik padu tpft graha segara kawasan labuh tanjung priok jakarta utara senin baca sini,menteri keuangan purbaya yudhi sadewa melakukan inspeksi dadakan (sidak) ke tempat pemeriksaan fisik terpadu (tpft) graha segara di kawasan pelabuhan tanjung priok jakarta utara pada senin (13/10/2025). baca di sini: / #purbayayudhisadewa
Menteri Keuangan Purbaya Yudhi Sadewa membuka opsi revisi aturan Devisa Hasil Ekspor (DHE) setelah evaluasi oleh Presiden Prabowo. https://t.co/H9VpoKPNti,Mon Oct 13 08:23:00 +0000 2025,menteri uang purbaya yudhi sadewa buka opsi revisi atur devisa hasil ekspor dhe evaluasi presiden prabowo,menteri keuangan purbaya yudhi sadewa membuka opsi revisi aturan devisa hasil ekspor (dhe) setelah evaluasi oleh presiden prabowo.
Menteri Keuangan Purbaya Yudhi Sadewa menepis isu yang menyebut dia memiliki kemungkinan untuk maju sebagai calon wakil presiden (cawapres) pada pemilihan umum 2029. Menurutnya spekulasi tersebut sama sekali belum pernah ia pikirkan. Baru sebulan kerja gila lu. Itu enggak https://t.co/B9wnfvAZFU,Mon Oct 13 08:18:38 +0000 2025,menteri uang purbaya yudhi sadewa menep isu sebut milik mungkin maju calon wakil presiden cawapres pilih umum turut spekulasi sebut sama sekali pernah pikir baru bulan kerja gila lu,menteri keuangan purbaya yudhi sadewa menepis isu yang menyebut dia memiliki kemungkinan untuk maju sebagai calon wakil presiden (cawapres) pada pemilihan umum 2029. menurutnya spekulasi tersebut sama sekali belum pernah ia pikirkan. baru sebulan kerja gila lu. itu tidak
Pengamat transportasi Djoko Setijowarno setuju dengan Menteri Keungan Purbaya Yudhi Sadewa yang enggan membayarkan utang proyek Kereta Cepat Jakarta-Bandung atau Whoosh dengan Anggaran Pendapatan Belanja Negara (APBN). https://t.co/Em4gqoiShK,Mon Oct 13 08:12:13 +0000 2025,amat transportasi djoko setijowarno tuju menteri keungan purbaya yudhi sadewa enggan bayar utang proyek kereta cepat jakartabandung whoosh anggar dapat belanja negara apbn,pengamat transportasi djoko setijowarno setuju dengan menteri keungan purbaya yudhi sadewa yang enggan membayarkan utang proyek kereta cepat jakarta-bandung atau whoosh dengan anggaran pendapatan belanja negara (apbn).
Rapat terbatas di Kertanegara Minggu malam berlangsung selama kurang lebih tiga jam dihadiri di antaranya oleh Wakil Presiden Gibran Rakabuming Raka Menteri Koordinator Bidang Pangan Zulkifli Hasan Menteri Keuangan Purbaya Yudhi Sadewa Menteri ESDM Bahlil Lahadalia Menteri,Mon Oct 13 08:09:33 +0000 2025,rapat batas kertanegara minggu malam langsung lama kurang lebih tiga jam hadir antara wakil presiden gibran rakabuming raka menteri koordinator bidang pangan zulkifli hasan menteri uang purbaya yudhi sadewa menteri esdm bahlil lahadalia menteri,rapat terbatas di kertanegara minggu malam berlangsung selama kurang lebih tiga jam dihadiri di antaranya oleh wakil presiden gibran rakabuming raka menteri koordinator bidang pangan zulkifli hasan menteri keuangan purbaya yudhi sadewa menteri esdm bahlil lahadalia menteri
