text,date,CleanSVM,CleanIndoBERTweet,Label
Menteri Keuangan Purbaya Yudhi Sadewa mengaku optimistis bahwa pemerintah akan mampu menekan risiko melebarnya gap realisasi penerimaan pajak dari target (shortfall) pada akhir tahun anggaran 2025. Selengkapnya https://t.co/D1TggjQhbH __ #Vivacoid #Purbaya https://t.co/ncySXXY1zb,Tue Oct 21 04:21:47 +0000 2025,menteri uang purbaya yudhi sadewa aku optimistis perintah mampu tekan risiko lebar gap realisasi terima pajak target shortfall akhir tahun anggar lengkap,menteri keuangan purbaya yudhi sadewa mengaku optimistis bahwa pemerintah akan mampu menekan risiko melebarnya gap realisasi penerimaan pajak dari target (shortfall) pada akhir tahun anggaran 2025. selengkapnya __ #vivacoid #purbaya,1.0
3 Pemberani Kumpul Hasilnya 13 2 T Balik ke Negara Presiden Prabowo Subianto tegas: korupsi harus diberantas titik. Siapa pun bekingnya saya nggak peduli . Nada yang sama juga terdengar dari Menkeu Purbaya Yudhi Sadewa. Ia bicara tanpa ragu Kami nggak takut siapa pun. https://t.co/5liwVXVnp2,Tue Oct 21 03:35:46 +0000 2025,berani kumpul hasil t balik negara presiden prabowo subianto tegas korupsi berantas titik siapa beking peduli nada sama dengar menkeu purbaya yudhi sadewa bicara ragu takut siapa,3 pemberani kumpul hasilnya 13 2 t balik ke negara presiden prabowo subianto tegas: korupsi harus diberantas titik. siapa pun bekingnya saya nggak peduli . nada yang sama juga terdengar dari menkeu purbaya yudhi sadewa. ia bicara tanpa ragu kami nggak takut siapa pun.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa optimis pertumbuhan konsumsi rumah tangga akan melampaui 5 5 persen pada kuartal empat 2025. Optimisme ini didorong gelontoran uang senilai Rp 200 triliun ke bank HIMBARA dari Bank Indonesia. Stimulus ini diharapkan memberi dampak https://t.co/1BrxYNRl0R,Wed Oct 22 12:15:33 +0000 2025,menteri uang purbaya yudhi sadewa optimis tumbuh konsumsi rumah tangga lampau persen kuartal empat optimisme dorong gelontor uang nila rp triliun bank himbara bank indonesia stimulus harap beri dampak,menteri keuangan purbaya yudhi sadewa optimis pertumbuhan konsumsi rumah tangga akan melampaui 5 5 persen pada kuartal empat 2025. optimisme ini didorong gelontoran uang senilai rp 200 triliun ke bank himbara dari bank indonesia. stimulus ini diharapkan memberi dampak,1.0
Menteri UMKM Maman Abdurrahman menyebut dirinya sebagai versi imut dari Menteri Keuangan Purbaya Yudhi Sadewa. Candaan itu ia lontarkan saat menjelaskan kolaborasi antarinstansi dalam menertibkan impor ilegal yang dinilai merugikan pelaku UMKM https://t.co/GkhXM6fqZb,Wed Oct 22 12:08:03 +0000 2025,menteri umkm maman abdurrahman sebut diri versi imut menteri uang purbaya yudhi sadewa canda lontar jelas kolaborasi antarinstansi tertib impor ilegal nilai rugi laku umkm,menteri umkm maman abdurrahman menyebut dirinya sebagai versi imut dari menteri keuangan purbaya yudhi sadewa. candaan itu ia lontarkan saat menjelaskan kolaborasi antarinstansi dalam menertibkan impor ilegal yang dinilai merugikan pelaku umkm,2.0
Purbaya Kesal Tangkap Importir Ilegal Malah Bikin Negara Tekor https://t.co/Xq77D9t3Pq,Wed Oct 22 11:46:35 +0000 2025,purbaya kesal tangkap importir ilegal malah bikin negara tekor,purbaya kesal tangkap importir ilegal malah bikin negara tekor,2.0
Sesimpel harapan rakyat saat belanja ada uang. Tapi di balik kesederhanaan itu ada tantangan besar bagi Menteri Keuangan untuk memastikan roda ekonomi tetap berputar. Bagaimana Menteri Keuangan Purbaya Yudhi Sadewa menjaga agar kesejahteraan rakyat tetap hidup di tengah tekanan https://t.co/qja05QaLIC,Wed Oct 22 11:36:36 +0000 2025,simpel harap rakyat belanja uang balik sederhana tantang besar menteri uang pasti roda ekonomi tetap putar bagaimana menteri uang purbaya yudhi sadewa jaga sejahtera rakyat tetap hidup tengah tekan,sesimpel harapan rakyat saat belanja ada uang. tetapi di balik kesederhanaan itu ada tantangan besar bagi menteri keuangan untuk memastikan roda ekonomi tetap berputar. bagaimana menteri keuangan purbaya yudhi sadewa menjaga agar kesejahteraan rakyat tetap hidup di tengah tekanan,1.0
UMKM Maman Abdurrahman mengapresiasi Menkeu Purbaya Yudhi Sadewa menindak oknum-oknum Bea Cukai. https://t.co/SFwvQcOkI4,Wed Oct 22 10:58:14 +0000 2025,umkm maman abdurrahman apresiasi menkeu purbaya yudhi sadewa tindak oknumoknum bea cukai,umkm maman abdurrahman mengapresiasi menkeu purbaya yudhi sadewa menindak oknum-oknum bea cukai.,1.0
Optimisme saja tidak cukup. Karena ekonomi yang kuat lahir dari kebijakan yang tepat bukan yang justru mencekik rakyat di tengah upaya bertahan hidup. Lalu bagaimana Menteri Keuangan Purbaya Yudhi Sadewa menyeimbangkan antara optimisme realita dan keberpihakan pada https://t.co/JieqdR9Zay,Wed Oct 22 10:53:27 +0000 2025,optimisme cukup ekonomi kuat lahir bijak tepat bukan justru cekik rakyat tengah upaya tahan hidup lalu bagaimana menteri uang purbaya yudhi sadewa imbang optimisme realita pihak,optimisme saja tidak cukup. karena ekonomi yang kuat lahir dari kebijakan yang tepat bukan yang justru mencekik rakyat di tengah upaya bertahan hidup. lalu bagaimana menteri keuangan purbaya yudhi sadewa menyeimbangkan antara optimisme realita dan keberpihakan pada,1.0
Purbaya Yudhi Sadewa Jadi Menteri Berkinerja Terbaik Menurut Survei Gaya Koboy -nya Tuai Simpati Publik https://t.co/kW8BkuIBYg,Wed Oct 22 10:29:14 +0000 2025,purbaya yudhi sadewa jadi menteri kerja baik survei gaya koboy nya tuai simpati publik,purbaya yudhi sadewa jadi menteri berkinerja terbaik menurut survei gaya koboy -nya tuai simpati publik,1.0
Gubernur Jawa Barat Dedi Mulyadi menanggapi tegas pernyataan Menteri Keuangan Purbaya Yudhi Sadewa yang menyebut dana Pemprov Jabar sebesar Rp4 1 triliun mengendap di bank. Dedi membantah tuduhan tersebut dan menegaskan akan mencopot pejabat di lingkungan Pemprov Jabar bila https://t.co/fS2ihhlwLP,Wed Oct 22 10:06:39 +0000 2025,gubernur jawa barat dedi mulyadi tanggap tegas nyata menteri uang purbaya yudhi sadewa sebut dana pemprov jabar besar rp triliun endap bank dedi ban tuduh sebut tegas copot jabat lingkung pemprov jabar bila,gubernur jawa barat dedi mulyadi menanggapi tegas pernyataan menteri keuangan purbaya yudhi sadewa yang menyebut dana pemprov jabar sebesar rp4 1 triliun mengendap di bank. dedi membantah tuduhan tersebut dan menegaskan akan mencopot pejabat di lingkungan pemprov jabar bila,1.0
Purbaya Ancam Importir Nakal! Menteri Keuangan Purbaya Yudhi Sadewa geram dengan maraknya impor pakaian dan tas bekas ilegal. Saya rugi kalau negara nggak dapat denda! Ke depan importir nakal bakal ditindak dan wajib bayar denda besar! https://t.co/6V2xdUGnLv,Wed Oct 22 10:05:37 +0000 2025,purbaya ancam importir nakal menteri uang purbaya yudhi sadewa geram marak impor pakai tas bekas ilegal rugi kalau negara denda depan importir nakal bakal tindak wajib bayar denda besar,purbaya ancam importir nakal! menteri keuangan purbaya yudhi sadewa geram dengan maraknya impor pakaian dan tas bekas ilegal. saya rugi kalau negara nggak dapat denda! ke depan importir nakal bakal ditindak dan wajib bayar denda besar!,2.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan sistem kecerdasan buatan (AI) yang lebih canggih bakal diterapkan di Direktorat Jenderal Bea dan Cukai (DJBC) dalam tiga bulan mendatang. Baca di sini: https://t.co/SRMuJ0xKjw ~TA #Purbaya #BeaCukai #AI https://t.co/huyri98mAy,Wed Oct 22 10:05:21 +0000 2025,menteri uang menkeu purbaya yudhi sadewa kata sistem cerdas buat ai lebih canggih bakal terap direktorat jenderal bea cukai djbc tiga bulan datang baca sini ta,menteri keuangan (menkeu) purbaya yudhi sadewa mengatakan sistem kecerdasan buatan (ai) yang lebih canggih bakal diterapkan di direktorat jenderal bea dan cukai (djbc) dalam tiga bulan mendatang. baca di sini: ~ta #purbaya #beacukai #ai,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa pemerintah akan mengambil langkah tegas terhadap para mafia impor ilegal. Purbaya menjelaskan perlunya perubahan mekanisme sanksi terhadap para pelaku praktik impor ilegal tersebut. Menurutnya hukuman penjara saja tidak akan https://t.co/5wkwW16Inx,Wed Oct 22 10:00:44 +0000 2025,menteri uang purbaya yudhi sadewa tegas perintah ambil langkah tegas mafia impor ilegal purbaya jelas perlu ubah mekanisme sanksi laku praktik impor ilegal sebut turut hukum penjara,menteri keuangan purbaya yudhi sadewa menegaskan bahwa pemerintah akan mengambil langkah tegas terhadap para mafia impor ilegal. purbaya menjelaskan perlunya perubahan mekanisme sanksi terhadap para pelaku praktik impor ilegal tersebut. menurutnya hukuman penjara saja tidak akan,1.0
Menteri Keuangan Purbaya Yudhi Sadewa memberikan sinyal bakal ada penangkapan besar-besaran terhadap pelaku praktik ilegal yang merugikan penerimaan negara. Target utamanya adalah mafia yang melakukan praktik under-invoicing atau tindakan melaporkan nilai transaksi barang atau https://t.co/ngl9rO0C1b,Wed Oct 22 09:45:00 +0000 2025,menteri uang purbaya yudhi sadewa beri sinyal bakal tangkap besarbesaran laku praktik ilegal rugi terima negara target utama mafia laku praktik underinvoicing tindak lapor nilai transaksi barang,menteri keuangan purbaya yudhi sadewa memberikan sinyal bakal ada penangkapan besar-besaran terhadap pelaku praktik ilegal yang merugikan penerimaan negara. target utamanya adalah mafia yang melakukan praktik under-invoicing atau tindakan melaporkan nilai transaksi barang atau,2.0
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan akan mem-blacklist importir pakaian bekas balpres untuk melindungi industri tekstil dan mendukung UMKM lokal. Ia menilai selama ini penindakan terhadap impor baju bekas belum memberi efek jera karena hanya berakhir pada pemusnahan https://t.co/XRnzPv2PLI,Wed Oct 22 08:59:24 +0000 2025,menteri uang purbaya yudhi sadewa nyata memblacklist importir pakai bekas balpres lindung industri tekstil dukung umkm lokal nilai lama tindak impor baju bekas beri efek jera akhir musnah,menteri keuangan purbaya yudhi sadewa menyatakan akan mem-blacklist importir pakaian bekas balpres untuk melindungi industri tekstil dan mendukung umkm lokal. ia menilai selama ini penindakan terhadap impor baju bekas belum memberi efek jera karena hanya berakhir pada pemusnahan,1.0
Milenial bilang: kita bangga sama Purbaya Yudhi Sadewa yang tahu teknis dan ekonomi bukan polesan doang. #gasssnow https://t.co/3JAkSxWOyy,Wed Oct 22 07:57:05 +0000 2025,milenial bilang bangga sama purbaya yudhi sadewa tahu teknis ekonomi bukan poles doang,milenial bilang: kita bangga sama purbaya yudhi sadewa yang tahu teknis dan ekonomi bukan polesan doang. #gasssnow,1.0
Menteri Keuangan Purbaya Yudhi Sadewa bilang langkah ini biar keuangan PLN dan Pertamina tetap stabil. Sisanya 30% bakal dibayar di bulan kedelapan (sekitar Agustus) setelah dilakukan perhitungan ulang biar nggak ada kelebihan atau kekurangan bayar.,Wed Oct 22 07:54:09 +0000 2025,menteri uang purbaya yudhi sadewa bilang langkah biar uang pln pertamina tetap stabil sisa bakal bayar bulan delap agustus laku hitung ulang biar lebih kurang bayar,menteri keuangan purbaya yudhi sadewa bilang langkah ini biar keuangan pln dan pertamina tetap stabil. sisanya 30% bakal dibayar di bulan kedelapan (sekitar agustus) setelah dilakukan perhitungan ulang biar nggak ada kelebihan atau kekurangan bayar.,1.0
Menkeu Purbaya Yudhi Sadewa optimis pertumbuhan ekonomi Indonesia kuartal-IV 2025 mencapai 5 67% berkat stimulus pemerintah dan peningkatan konsumsi masyarakat. https://t.co/l2IyfDEY6y,Wed Oct 22 07:53:00 +0000 2025,menkeu purbaya yudhi sadewa optimis tumbuh ekonomi indonesia kuartaliv capai berkat stimulus perintah tingkat konsumsi masyarakat,menkeu purbaya yudhi sadewa optimis pertumbuhan ekonomi indonesia kuartal-iv 2025 mencapai 5 67% berkat stimulus pemerintah dan peningkatan konsumsi masyarakat.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa mengatakan dalam waktu tiga bulan ke depan Direktorat Jenderal Bea dan Cukai akan mulai menggunakan sistem kecerdasan buatan (AI) untuk mendeteksi praktik under invoicing yaitu upaya menurunkan nilai faktur impor agar bea masuk dan pajak https://t.co/HhIqLaqd4M,Wed Oct 22 07:39:58 +0000 2025,menteri uang purbaya yudhi sadewa kata waktu tiga bulan depan direktorat jenderal bea cukai mulai guna sistem cerdas buat ai deteksi praktik under invoicing upaya turun nilai faktur impor bea masuk pajak,menteri keuangan purbaya yudhi sadewa mengatakan dalam waktu tiga bulan ke depan direktorat jenderal bea dan cukai akan mulai menggunakan sistem kecerdasan buatan (ai) untuk mendeteksi praktik under invoicing yaitu upaya menurunkan nilai faktur impor agar bea masuk dan pajak,1.0
Menkeu Purbaya Yudhi Sadewa optimistis pengangguran akan lebih mudah mendapat pekerjaan mulai akhir Desember 2025. Ia menyebut arah ekonomi telah berbalik positif setelah pemerintah menempatkan Rp200 triliun dana di perbankan dan menyalurkan stimulus ekonomi. Purbaya https://t.co/vIJvZAe02Y,Wed Oct 22 07:35:32 +0000 2025,menkeu purbaya yudhi sadewa optimistis anggur lebih mudah dapat kerja mulai akhir desember sebut arah ekonomi balik positif perintah tempat rp triliun dana perban salur stimulus ekonomi purbaya,menkeu purbaya yudhi sadewa optimistis pengangguran akan lebih mudah mendapat pekerjaan mulai akhir desember 2025. ia menyebut arah ekonomi telah berbalik positif setelah pemerintah menempatkan rp200 triliun dana di perbankan dan menyalurkan stimulus ekonomi. purbaya,1.0
Survei Indonesia Political Opinion (IPO) menempatkan Menteri Keuangan Purbaya Yudhi Sadewa sebagai menteri dengan kinerja terbaik di kabinet Prabowo. Ia dinilai memiliki persepsi publik paling positif dan berpotensi maju pada Pilpres 2029. Direktur IPO Dedi Kurnia Syah menyebut https://t.co/yU9Sq3lRZN,Wed Oct 22 07:28:20 +0000 2025,survei indonesia political opinion ipo tempat menteri uang purbaya yudhi sadewa menteri kerja baik kabinet prabowo nilai milik persepsi publik paling positif potensi maju pilpres direktur ipo dedi kurnia syah sebut,survei indonesia political opinion (ipo) menempatkan menteri keuangan purbaya yudhi sadewa sebagai menteri dengan kinerja terbaik di kabinet prabowo. ia dinilai memiliki persepsi publik paling positif dan berpotensi maju pada pilpres 2029. direktur ipo dedi kurnia syah menyebut,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan bakal menerapkan sanksi berupa denda kepada importir pakaian dan tas bekas (balpres) ilegal. Purbaya menilai langkah yang diambil dalam menindak importir ilegal selama ini tidak menguntungkan negara. Maka perlu dicari cara agar https://t.co/8lRlMf8Gz1,Wed Oct 22 07:18:05 +0000 2025,menteri uang purbaya yudhi sadewa nyata bakal terap sanksi upa denda importir pakai tas bekas balpres ilegal purbaya nilai langkah ambil tindak importir ilegal lama untung negara perlu cari cara,menteri keuangan purbaya yudhi sadewa menyatakan bakal menerapkan sanksi berupa denda kepada importir pakaian dan tas bekas (balpres) ilegal. purbaya menilai langkah yang diambil dalam menindak importir ilegal selama ini tidak menguntungkan negara. maka perlu dicari cara agar,1.0
Menteri Keuangan Purbaya Yudhi Sadewa memamerkan jaket berwarna biru tua dengan logo 8% di bagian dada. Jaket tersebut disebut sebagai hadiah dari Istana Presiden dan melambangkan target pertumbuhan ekonomi yang dicanangkan Presiden Prabowo Subianto. Selain angka 8% jaket itu https://t.co/0uF5bd97Dr,Wed Oct 22 07:14:39 +0000 2025,menteri uang purbaya yudhi sadewa pamer jaket warna biru tua logo bagi dada jaket sebut sebut hadiah istana presiden melambang target tumbuh ekonomi canang presiden prabowo subianto angka jaket,menteri keuangan purbaya yudhi sadewa memamerkan jaket berwarna biru tua dengan logo 8% di bagian dada. jaket tersebut disebut sebagai hadiah dari istana presiden dan melambangkan target pertumbuhan ekonomi yang dicanangkan presiden prabowo subianto. selain angka 8% jaket itu,1.0
Menteri Keuangan Purbaya Yudhi Sadewa sidak dan meeting dengan jajaran Bea Cukai di Jakarta Rabu (22/10/2025). Menkeu Purbaya berencana memanfaatkan kecerdasan buatan atau artificial intelligence (AI) di Direktorat Jenderal Bea dan Cukai guna mempersempit ruang praktik curang https://t.co/Rkr7tJSH5z,Wed Oct 22 06:26:16 +0000 2025,menteri uang purbaya yudhi sadewa sidak meeting jajar bea cukai jakarta rabu menkeu purbaya rencana manfaat cerdas buat artificial intelligence ai direktorat jenderal bea cukai guna sempit ruang praktik curang,menteri keuangan purbaya yudhi sadewa sidak dan meeting dengan jajaran bea cukai di jakarta rabu (22/10/2025). menkeu purbaya berencana memanfaatkan kecerdasan buatan atau artificial intelligence (ai) di direktorat jenderal bea dan cukai berguna mempersempit ruang praktik curang,1.0
Purbaya Yudhi Sadewa jaga kepercayaan publik di tengah tekanan global. #gasssnow https://t.co/S4ebjNJud5,Wed Oct 22 06:23:40 +0000 2025,purbaya yudhi sadewa jaga percaya publik tengah tekan global,purbaya yudhi sadewa jaga kepercayaan publik di tengah tekanan global. #gasssnow,1.0
Purbaya Yudhi Sadewa tunjukin kalau kebijakan bisa cerdas tanpa rumit. #gasssnow https://t.co/gTMssIHNZv,Wed Oct 22 06:20:26 +0000 2025,purbaya yudhi sadewa tunjukin kalau bijak cerdas rumit,purbaya yudhi sadewa tunjukin kalau kebijakan bisa cerdas tanpa rumit. #gasssnow,1.0
Purbaya Yudhi Sadewa jaga uang negara kayak jaga kepercayaan publik tepat transparan tangguh. #gasssnow https://t.co/C5f45UYH1d,Wed Oct 22 06:16:21 +0000 2025,purbaya yudhi sadewa jaga uang negara jaga percaya publik tepat transparan tangguh,purbaya yudhi sadewa jaga uang negara seperti jaga kepercayaan publik tepat transparan tangguh. #gasssnow,1.0
Purbaya Yudhi Sadewa bikin arah ekonomi jelas dan bisa diprediksi. Investor pun percaya. #gasssnow https://t.co/p5EXzd4GEQ,Wed Oct 22 06:16:16 +0000 2025,purbaya yudhi sadewa bikin arah ekonomi jelas prediksi investor percaya,purbaya yudhi sadewa bikin arah ekonomi jelas dan bisa diprediksi. investor pun percaya. #gasssnow,1.0
Purbaya Yudhi Sadewa berani batasi impor yang ga perlu ekonomi lokal bernafas lagi. #gasssnow https://t.co/0UW4Yy8xSV,Wed Oct 22 06:12:33 +0000 2025,purbaya yudhi sadewa berani batas impor perlu ekonomi lokal nafas,purbaya yudhi sadewa berani batasi impor yang tidak perlu ekonomi lokal bernafas lagi. #gasssnow,1.0
Purbaya Yudhi Sadewa berani ambil keputusan fiskal strategis. Kinerja keuangannya tenangin pasar. #gasssnow https://t.co/0k5OseggyM,Wed Oct 22 06:08:15 +0000 2025,purbaya yudhi sadewa berani ambil putus fiskal strategis kerja uang tenangin pasar,purbaya yudhi sadewa berani ambil keputusan fiskal strategis. kinerja keuangannya tenangin pasar. #gasssnow,1.0
Purbaya Yudhi Sadewa jaga angka ekonomi Tito Karnavian jaga nadi pemerintahan dua teknokrat yang solid. #gasssnow https://t.co/HpgDrcAPbG,Wed Oct 22 06:08:11 +0000 2025,purbaya yudhi sadewa jaga angka ekonomi tito karnavian jaga nadi perintah teknokrat solid,purbaya yudhi sadewa jaga angka ekonomi tito karnavian jaga nadi pemerintahan dua teknokrat yang solid. #gasssnow,1.0
Purbaya Yudhi Sadewa jaga stabilitas fiskal Tito Karnavian jaga stabilitas pemerintahan daerah. Perfect duo! #gasssnow https://t.co/st4UiCY3wJ,Wed Oct 22 06:07:56 +0000 2025,purbaya yudhi sadewa jaga stabilitas fiskal tito karnavian jaga stabilitas perintah daerah perfect duo,purbaya yudhi sadewa jaga stabilitas fiskal tito karnavian jaga stabilitas pemerintahan daerah. perfect duo! #gasssnow,1.0
Anggota DPR RI Fraksi PDI Perjuangan Harris Turino menyoroti perbedaan data antara Menteri Keuangan Purbaya Yudhi Sadewa dan Menteri Dalam Negeri Tito Karnavian terkait dana mengendap Pemda yang mengendap di sistem perbankan. Ini menunjukkan masih lemahnya sinkronisasi dan https://t.co/DRzhcVyzlN,Thu Oct 23 12:10:37 +0000 2025,anggota dpr ri fraksi pdi juang harris turino sorot beda data menteri uang purbaya yudhi sadewa menteri negeri tito karnavian kait dana endap pemda endap sistem perban tunjuk lemah sinkronisasi,anggota dpr ri fraksi pdi perjuangan harris turino menyoroti perbedaan data antara menteri keuangan purbaya yudhi sadewa dan menteri dalam negeri tito karnavian terkait dana mengendap pemda yang mengendap di sistem perbankan. ini menunjukkan masih lemahnya sinkronisasi dan,2.0
Di tengah pemulihan ekonomi Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menegaskan bahwa pemerintah tidak akan menaikkan iuran BPJS Kesehatan dalam waktu dekat. Purbaya mengatakan kebijakan tersebut akan tetap ditahan hingga ekonomi Indonesia benar-benar tumbuh kuat di atas https://t.co/ovHk3WxFxu,Thu Oct 23 12:00:03 +0000 2025,tengah pulih ekonomi menteri uang menkeu purbaya yudhi sadewa tegas perintah naik iur bpjs sehat waktu dekat purbaya kata bijak sebut tetap tahan hingga ekonomi indonesia benarbenar tumbuh kuat atas,di tengah pemulihan ekonomi menteri keuangan (menkeu) purbaya yudhi sadewa menegaskan bahwa pemerintah tidak akan menaikkan iuran bpjs kesehatan dalam waktu dekat. purbaya mengatakan kebijakan tersebut akan tetap ditahan hingga ekonomi indonesia benar-benar tumbuh kuat di atas,1.0
Emangnya BI Enggak Mungkin Salah? Gubernur Dedi Mulyadi tidak terima dengan pernyataan Menteri Keuangan Purbaya Yudhi Sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. Bahkan pria yang kerap disapa Kang Dedi itu menantang Purbaya untuk membuktikan https://t.co/oVjXGLoWXr,Thu Oct 23 11:18:20 +0000 2025,emang bi mungkin salah gubernur dedi mulyadi terima nyata menteri uang purbaya yudhi sadewa kalau dana perintah daerah pemda endap deposito perban bahkan pria kerap sapa kang dedi tantang purbaya bukti,emangnya bi tidak mungkin salah? gubernur dedi mulyadi tidak terima dengan pernyataan menteri keuangan purbaya yudhi sadewa kalau dana pemerintah daerah (pemda) mengendap di deposito di perbankan. bahkan pria yang kerap disapa kang dedi itu menantang purbaya untuk membuktikan,2.0
Menkeu Purbaya Yudhi Sadewa menegaskan fokusnya pada penguatan fondasi ekonomi jangka panjang sambil menunjukkan gaya kepemimpinan unik dan optimistis melalui berbagai gebrakan mulai dari sidak hingga simbol jaket 8% . Simak informasi selengkapnya di video berikut ini. https://t.co/MrKTI2ZJma,Thu Oct 23 10:07:04 +0000 2025,menkeu purbaya yudhi sadewa tegas fokus kuat fondasi ekonomi jangka panjang tunjuk gaya pimpin unik optimistis lalu bagai gebrak mulai sidak hingga simbol jaket simak informasi lengkap video ikut,menkeu purbaya yudhi sadewa menegaskan fokusnya pada penguatan fondasi ekonomi jangka panjang sambil menunjukkan gaya kepemimpinan unik dan optimistis melalui berbagai gebrakan mulai dari sidak hingga simbol jaket 8% . simak informasi selengkapnya di video berikut ini.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa mempertimbangkan kenaikan tarif iuran BPJS Kesehatan jika pertumbuhan ekonomi mencapai 6%. https://t.co/xEerfPG1KB,Thu Oct 23 09:51:47 +0000 2025,menteri uang purbaya yudhi sadewa timbang naik tarif iur bpjs sehat tumbuh ekonomi capai,menteri keuangan purbaya yudhi sadewa mempertimbangkan kenaikan tarif iuran bpjs kesehatan jika pertumbuhan ekonomi mencapai 6%.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa buka suara soal dana pemerintah daerah (Pemda) yang masih banyak mengendap di bank. Ia bilang masalah ini jadi tanggung jawab Bank Indonesia (BI) bukan Kemenkeu.,Thu Oct 23 09:51:21 +0000 2025,menteri uang purbaya yudhi sadewa buka suara soal dana perintah daerah pemda banyak endap bank bilang masalah jadi tanggung jawab bank indonesia bi bukan kemenkeu,menteri keuangan purbaya yudhi sadewa buka suara soal dana pemerintah daerah (pemda) yang masih banyak mengendap di bank. ia bilang masalah ini jadi tanggung jawab bank indonesia (bi) bukan kemenkeu.,2.0
Menteri Keuangan Purbaya Yudhi Sadewa mengatakan sistem kecerdasan buatan atau AI yang lebih canggih bakal diterapkan di Direktorat Jenderal Bea dan Cukai dalam tiga bulan mendatang. Melalui teknologi AI tersebut aksi-aksi penyelundupan dan praktik under invoicing akan,Thu Oct 23 09:46:35 +0000 2025,menteri uang purbaya yudhi sadewa kata sistem cerdas buat ai lebih canggih bakal terap direktorat jenderal bea cukai tiga bulan datang lalu teknologi ai sebut aksiaksi selundup praktik under invoicing,menteri keuangan purbaya yudhi sadewa mengatakan sistem kecerdasan buatan atau ai yang lebih canggih bakal diterapkan di direktorat jenderal bea dan cukai dalam tiga bulan mendatang. melalui teknologi ai tersebut aksi-aksi penyelundupan dan praktik under invoicing akan,1.0
Kala Purbaya Panen Pujian Sang Anak Yudo Sadewa Hebohkan Publik Klaim Mahasiswa Dibayar untuk Demo Menteri Keuangan Purbaya Yudhi sedang menjadi sorotan hingga mendapat berbagai dukungan dari publik. Di saat yang bersamaan anak Purbaya yakni Yudo Sadewa kembali membuat https://t.co/UNNhVExyCp,Thu Oct 23 09:27:00 +0000 2025,kala purbaya panen puji sang anak yudo sadewa heboh publik klaim mahasiswa bayar demo menteri uang purbaya yudhi sedang jadi sorot hingga dapat bagai dukung publik sama anak purbaya yudo sadewa buat,kala purbaya panen pujian sang anak yudo sadewa hebohkan publik klaim mahasiswa dibayar untuk demo menteri keuangan purbaya yudhi sedang menjadi sorotan hingga mendapat berbagai dukungan dari publik. di saat yang bersamaan anak purbaya yakni yudo sadewa kembali membuat,1.0
Pemerintah makin serius memberantas impor pakaian bekas ilegal alias balpres . Menkeu Purbaya Yudhi Sadewa bilang pemerintah sudah tahu siapa saja pemainnya dan siap kasih sanksi tegas.,Thu Oct 23 09:24:03 +0000 2025,perintah makin serius berantas impor pakai bekas ilegal alias balpres menkeu purbaya yudhi sadewa bilang perintah tahu siapa main siap kasih sanksi tegas,pemerintah makin serius memberantas impor pakaian bekas ilegal alias balpres . menkeu purbaya yudhi sadewa bilang pemerintah sudah tahu siapa saja pemainnya dan siap kasih sanksi tegas.,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons pernyataan Gubernur Jawa Barat (Jabar) Dedi Mulyadi atau KDM terkait permasalahan dana pemerintah daerah (Pemda) yang mengendap di bank. &gt;&gt; https://t.co/zMtCIue6m1 https://t.co/DCeTHxbQK1,Thu Oct 23 09:00:03 +0000 2025,menteri uang menkeu purbaya yudhi sadewa respons nyata gubernur jawa barat jabar dedi mulyadi kdm kait masalah dana perintah daerah pemda endap bank gtgt,menteri keuangan (menkeu) purbaya yudhi sadewa merespons pernyataan gubernur jawa barat (jabar) dedi mulyadi atau kdm terkait permasalahan dana pemerintah daerah (pemda) yang mengendap di bank. &gt;&gt;,2.0
Sebagai pelayan negara Bea Cukai bertindak sebaliknya. Ia bahkan memvonis warga sipil atas kesalahanya sendiri kalau tidak mau disebut mafia! Pasalnya seperti apa yang diungkap Menteri Keuangan Purbaya Yudhi Sadewa bahwa Bea Cukai itu justru jadi cukong rokok ilegal!,Thu Oct 23 08:50:44 +0000 2025,layan negara bea cukai tindak balik bahkan vonis warga sipil atas kesalahanya sendiri kalau mau sebut mafia pasal apa ungkap menteri uang purbaya yudhi sadewa bea cukai justru jadi cukong rokok ilegal,sebagai pelayan negara bea cukai bertindak sebaliknya. ia bahkan memvonis warga sipil atas kesalahanya sendiri kalau tidak mau disebut mafia! pasalnya seperti apa yang diungkap menteri keuangan purbaya yudhi sadewa bahwa bea cukai itu justru jadi cukong rokok ilegal!,2.0
